44,47,43,42,44,43,45,56,36,48
47,48,47,47,46,46,46,44,43,56
53,44,35,45,45,46,47,46,46,46
45,45,49,45,45,45,43,42,43,41
43,43,45,43,44,44,45,46,43,37
41,43,49,49,48,47,49,55,45,45
45,46,47,51,50,52,54,53,54,52
51,53,53,53,51,53,48,49,48,48
48,49,49,50,52,51,46,46,47,49
37,45,45,45,44,45,45,44,43,44
