-53.333333333333336,-57.0,-38.0,-37.5,-37.0,-38.5,-37.5,-37.0,-37.0,-37.5
-37.5,-38.5,-37.5,-52.333333333333336,-36.5,-37.5,-53.0,-37.5,-37.0,-37.5
-46.0,-45.5,-42.666666666666664,-37.0,-37.0,-36.5,-36.0,-37.5,-36.0,-44.666666666666664
-42.666666666666664,-37.0,-37.5,-37.0,-37.0,-37.5,-36.5,-42.333333333333336,-37.5,-44.5
-36.0,-36.0,-36.0,-36.5,-36.0,-37.5,-43.0,-49.0,-42.333333333333336,-43.0
-48.75,-36.0,-35.5,-35.5,-47.8,-38.0,-37.0,-38.0,-39.0,-49.333333333333336
-39.0,-38.0,-37.5,-39.0,-45.666666666666664,-39.0,-39.0,-44.666666666666664,-40.0,-41.0
-39.0,-39.5,-39.0,-38.5,-38.5,-38.0,-44.0,-38.5,-38.0,-37.5
-37.0,-37.5,-36.5,-37.0,-37.0,-37.0,-37.0,-37.5,-37.5,-47.0
-43.666666666666664,-46.5,-38.5,-38.5,-38.0,-37.5,-37.0,-37.5,-38.5,-37.5
