49,42,43,43,55,38,43,43,43,43
43,43,43,43,44,43,43,42,43,42
54,57,42,43,43,42,38,43,43,37
43,42,43,42,39,43,43,43,43,53
43,42,51,39,41,42,42,42,55,41
42,37,42,42,43,54,43,43,39,43
43,43,58,39,42,53,41,41,54,41
41,41,41,42,43,42,43,43,55,44
44,44,54,43,42,42,42,42,57,42
41,43,43,52,44,45,45,56,45,54
