54,43,44,43,43,43,43,43,43,44
44,43,43,37,44,44,44,44,44,43
44,44,44,44,44,43,44,44,44,44
44,44,44,44,44,44,44,44,44,120
120,54,65,39,44,44,44,44,44,45
45,45,44,38,45,45,45,45,45,120
44,45,45,44,44,45,45,45,45,46
46,46,45,45,45,45,45,45,45,57
45,120,45,46,45,57,46,46,47,47
47,47,40,46,46,120,46,46,46,46
